state,level,effect_year,end_year,citation_year,policy_type,policy_type_simple,citation,authority,category_nutrition_labeling,category_institutional_procurement,category_nutrition_standards,category_product_reformulation,category_educational_campaign,category_other,category_other_who,age_children,age_elderly,data_source,description,details_voluntary,details_mandatory,details_taskforce,details_studies,details_pricing,details_farmerincentives,details_suggarfat,age_toddler,age_other,veteran,org_school,org_farmers,org_groceries,org_army,org_hospital,org_restaurant,org_vendingmachine,org_public,org_other
TN,state,2010,,,Executive Order,Administrative Rule,,,0,0,0,0,0,1,1,0,0,CSPI,"Nutrition Standards: Vending In August 2010, Tennessee Governor Phil Bredesen issued Executive Order No. 69 promoting healthier food and beverage options for executive branch state public properties. This order required the development of nutrition standards for food and beverages sold through vending on executive branch state properties. In October 2013, the standards were updated from the National Automated Merchandizers Association Fit Pick standards to a modified version of the National Alliance for Nutrition and Activity Healthy Vending Guidelines and the percentage of options that need to meet the standards was increased from 25% to 30%. http://www.state.tn.us/sos/pub/execorders/exec-orders-bred69.pdf",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TN,state,2010,,,Policy,Administrative Rule,,,1,0,0,0,0,0,0,0,0,CSPI,"In September 2010, the Tennessee Department of Health began to implement their Nutrition, Physical Activity, and Obesity State Plan by labeling calories on menus and menu boards for foods served at state-managed stands and restaurants in eight Tennessee State Parks. Nutrition staff and dietetic interns conducted nutrition analysis for each food item. Future plans include expanding menu labeling to other state- sponsored food-service facilities. http://www.tennessean.com/assets/pdf/DN164122916.PDF http://www.cdc.gov/obesity/downloads/MenuLabeling.pdf",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TN,county,2012,,,Executive Order,Administrative Rule,https://www.shelbycountytn.gov/DocumentCenter/Home/View/5204,,0,0,0,0,0,1,1,0,0,CSPI,"Nutrition Standards: Vending In September 2012, Mayor Mark Luttrell announced that county vending machines would need to be stocked with 50% “Fit Pick” items. “Fit Pick” is a program created by 33        the National Automated Merchandizers Association. This announcement affects 170 vending machines in 17 county buildings. Shelby County includes Memphis, TN. https://www.shelbycountytn.gov/DocumentCenter/Home/View/5204",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
TX,county,2012,,,Policy,Administrative Rule,,,0,0,0,0,0,1,1,0,0,CSPI,"Nutrition Standards: Vending Austin/Travis County Health and Human Services Department and the Central Texas Diabetes Coalition developed the Model Healthy Vending Policy. It is expected that by the end of the summer 2012, 100% of the items in vending machines in Health and Human Services Department facilities will meet the standards. http://is.gd/vYyEdL",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
TX,city,2012,,,Policy,Administrative Rule,https://www.austintexas.gov/edims/document.cfm?id=184751,,1,0,1,0,0,0,0,0,0,CSPI,"Nutrition Standards: Vending, Meetings Policy Number 3.8 In August 2012, the Austin Health and Human Services Department adopted nutrition standards for vending machines on all its facilities. Beverages for sale must be water, fruit-based beverages (no less than 50 percent fruit juice and no added sweeteners), 100-percent vegetable juice limited to a maximum of a 12-ounce container, nonfat or low-fat milk or non-dairy milks, unsweetened coffee or tea, or non-caloric beverages. All snacks must contain <250 calories per package, <35 percent of calories from fat (with the exception of nuts and seeds, nut butters, eggs, non-fried vegetables, and cheese packed for individual sale), <10 percent of calories from saturated fat (with the exception of eggs and cheese), < 360 mg of sodium per serving, and <35 percent of total weight from sugars (with the exception of fruit and vegetable products with no added sweeteners). Additionally, the standards recommend that food items contain no trans fat and that at least one item contain less than 140 mg of sodium per serving.The Department’s standards also require healthier items to be priced at or below the cost of foods and beverages that do not meet the standards, and vendors are encouraged to label or promote the items that meet the standards.",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
TX,city,2013,,,Resolution,Law,,,0,0,0,0,0,1,1,0,0,CSPI,"Policy available upon request Resolution No. 20130228-038 On February 28, 2013, the City Council of Austin adopted a resolution that directed the City Manager to develop recommendations offering local, healthy food and beverages in vending machines and food service on city property.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
TX,city,2013,,,other,Other,,,0,0,1,0,0,0,1,0,0,CSPI,"An interdepartmental working committee presented the recommendations on June 18, 2013 to the Public Health and Human Services department and on September 11, 2013 to the City Manager. Although the City Council requested 100 percent of food and beverages sold in vending machines and served in meetings meet nutrition criteria, the interdepartmental committee recommended starting with 50 percent healthy and phasing in 100 percent healthy, but they did not identify a timeline in their recommendations. The committee- 34        recommended nutrition standards were based on those developed by the Central Texas Diabetes Coalition and currently implemented by the Austin Health and Human Services Department (described above). The proposed Healthy Meeting guidelines are based on the City of Minneapolis’s Policy, which encourages making more vegetables, fruits, and whole grain items available at meetings while reducing foods that are high in salt, sugar, saturated fat, or trans fat. Water, nonfat or low-fat milk, or 100 percent fruit and vegetable juice should be served in place of soft drinks and sugar sweetened beverages. Low-fat alternatives to whole milk and cream should be accompanied with coffee when served. A Council briefing was scheduled, but the presentation was removed from the briefing agenda and put on hold until further notice. Resolution No. 20130228-038 https://www.austintexas.gov/edims/document.cfm?id=184751 Local and Healthy Food Policy and Recommendations: (June 2013) http://www.austintexas.gov/edims/document.cfm?id=192082 City of Minneapolis Nutrition standards for meetings details: http://www.ci.minneapolis.mn.us/www/groups/public/@hr/documents/webcontent/w cms1p-096532.pdf",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
TX,city,2010,,,other,Other,,,0,0,0,0,0,1,1,0,0,CSPI,"Nutrition Standards: Vending San Antonio’s city manager prohibited sugar-sweetened beverages from 250 city-owned beverage vending machines in May 2010. Since prohibiting sugar-sweetened beverages, San Antonio has put nutrition standards in place for foods sold through vending machines on City property, including vending machines on Department of Aviation property.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
VT,state,2016,,,Statute,Law,,,1,0,1,0,0,0,0,0,0,CSPI,"Nutrition Standards: Cafeterias, cafes, meetings, and events H.812, Enacted May 17, 2016, 29 V.S.A. § 160c. The Vermont state legislature passed H812 and the governor signed it on May 17, 2016. The law directed the Commissioner of Health to establish nutrition standards for foods purchased, sold, or served by the state. Based on nutrition standards from the U.S. Department of Health and Human Services and General Services Administration, the American Heart Association, and the National Alliance for Nutrition and Activity, the Vermont Department of Health released healthy food standards for foods served in cafes and cafeterias, and served at state-funded meetings and events. In cafeterias and meetings, free water must be made available. Half of beverages in cafeterias must contain <40 calories per serving (except 100 percent juice and unsweetened one-percent and nonfat milk). Healthier beverages should be offered at meetings and events. Half of snacks offered at cafeterias must meet the GSA/HHS standards for vending. For meals served in cafeterias and at meetings, items must be low in sodium and saturated fat, not contain trans fat, and include a lean meat or low- 35        fat vegetarian option, with preference given to locally-sourced foods. Cafeterias must offer at least two whole grain-rich options, one raw and one steamed, baked, or grilled vegetable option without added fat, and two different whole or sliced fruit options. At meetings and events, at least one unsweetened fruit or vegetable choice must be offered and if grains are offered, a whole grain must be included. Additionally, half or reduced-sized portions should be available, and desserts should include a fruit dish without added sweeteners. The Department of Health encourages that foods should be labeled with nutrition information and healthier foods be promoted, priced competitively, and placed in more prominent locations in cafeterias. http://legislature.vermont.gov/assets/Documents/2016/Docs/ACTS/ACT113/ACT113%2 0As%20Enacted.pdf http://healthvermont.govamilyit/documents/healthy_food_standards_and_state_pa rks_combined.pdf",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
VT,local,2012,,,Policy,Administrative Rule,,,0,0,0,0,0,1,1,0,0,CSPI,"Beverage Nutrition Standards: Vending The University of Vermont adopted a policy that one-third of beverages offered in vending machines on campus will be healthy options. Water bottle filling stations are being installed across campus. The changes have been student-driven and coincide with the end of its current beverage contract (which ended June 30, 2012). http://www.uvm.edu/sustain/tags/bottled-water",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
